address_id,customer_id,address_type,country,emirate,city,area,street_address,building_name,flat_or_villa_no,po_box,postal_code,address_status
ADDR000423,CUST00223,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Falaj Al Mualla,53 Falaj Al Mualla Street,Building 111,231,92745,,Active
ADDR000424,CUST00223,Home Country,Philippines,,Capital City,Main Area,"House 134, Street 30",,,,130307,Active
ADDR000425,CUST00224,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Salamah,9 Al Salamah Street,Building 16,1106,50326,,Active
ADDR000426,CUST00224,Home Country,India,,Central District,Town Center,"House 40, Street 6",,,,729152,Active
ADDR000427,CUST00225,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Madhab,41 Madhab Street,Building 21,456,81777,,Active
ADDR000428,CUST00225,Home Country,India,,Capital City,Residential Zone,"House 258, Street 14",,,,885253,Active
ADDR000429,CUST00226,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Jurf,52 Al Jurf Street,Building 110,414,50889,,Active
ADDR000430,CUST00226,Home Country,India,,Central District,Town Center,"House 230, Street 28",,,,197527,Active
ADDR000431,CUST00227,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,66 Al Dhait Street,Building 125,101,46787,,Active
ADDR000432,CUST00227,Home Country,Philippines,,Old Town,Town Center,"House 205, Street 43",,,,782516,Active
ADDR000433,CUST00228,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Old Town,71 Old Town Street,Building 38,165,58872,,Active
ADDR000434,CUST00228,Home Country,Jordan,,Metro City,Residential Zone,"House 207, Street 22",,,,729563,Active
ADDR000435,CUST00229,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Khuzam,3 Khuzam Street,Building 135,378,46205,,Active
ADDR000436,CUST00229,Home Country,Egypt,,Metro City,Market Area,"House 355, Street 15",,,,103784,Active
ADDR000437,CUST00230,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Dibba,74 Dibba Street,Building 181,862,75061,,Active
ADDR000438,CUST00230,Home Country,United Kingdom,,Old Town,Residential Zone,"House 438, Street 2",,,,430873,Active
ADDR000439,CUST00231,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Corniche,88 Corniche Street,Building 62,2292,65355,,Active
ADDR000440,CUST00232,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Majaz,9 Al Majaz Street,Building 65,325,56472,,Active
ADDR000441,CUST00232,Home Country,Egypt,,Capital City,Market Area,"House 449, Street 6",,,,657773,Active
ADDR000442,CUST00233,UAE Residence,United Arab Emirates,Ajman,Ajman,Ajman Corniche,5 Ajman Corniche Street,Building 79,2085,50308,,Active
ADDR000443,CUST00233,Home Country,Pakistan,,Old Town,Market Area,"House 110, Street 36",,,,719478,Active
ADDR000444,CUST00234,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Salamah,33 Al Salamah Street,Building 117,2150,54509,,Active
ADDR000445,CUST00234,Home Country,Nepal,,Metro City,Residential Zone,"House 234, Street 20",,,,417137,Active
ADDR000446,CUST00235,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Falaj Al Mualla,1 Falaj Al Mualla Street,Building 49,1441,89391,,Active
ADDR000447,CUST00235,Home Country,Pakistan,,Central District,Residential Zone,"House 53, Street 2",,,,882556,Active
ADDR000448,CUST00236,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Falaj Al Mualla,93 Falaj Al Mualla Street,Building 58,2167,73026,,Active
ADDR000449,CUST00236,Home Country,Nepal,,Metro City,Residential Zone,"House 43, Street 35",,,,884040,Active
ADDR000450,CUST00237,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Madhab,53 Madhab Street,Building 80,2136,72792,,Active
ADDR000451,CUST00237,Home Country,Pakistan,,Central District,Main Area,"House 105, Street 6",,,,313443,Active
ADDR000452,CUST00238,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Mussafah,65 Mussafah Street,Building 173,870,11135,,Active
ADDR000453,CUST00238,Home Country,Egypt,,Metro City,Residential Zone,"House 264, Street 24",,,,305096,Active
ADDR000454,CUST00239,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Corniche,99 Corniche Street,Building 82,2290,20293,,Active
ADDR000455,CUST00239,Home Country,Sri Lanka,,Central District,Market Area,"House 487, Street 40",,,,652838,Active
ADDR000456,CUST00240,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Raas,82 Al Raas Street,Building 43,588,74088,,Active
ADDR000457,CUST00240,Home Country,Pakistan,,Central District,Residential Zone,"House 449, Street 40",,,,945918,Active
ADDR000458,CUST00241,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Nakheel,74 Al Nakheel Street,Building 134,1344,98790,,Active
ADDR000459,CUST00241,Home Country,India,,Capital City,Market Area,"House 498, Street 36",,,,493329,Active
ADDR000460,CUST00242,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Al Reem Island,67 Al Reem Island Street,Building 29,1644,70386,,Active
ADDR000461,CUST00242,Home Country,Sri Lanka,,Central District,Market Area,"House 111, Street 35",,,,315518,Active
ADDR000462,CUST00243,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Salamah,76 Al Salamah Street,Building 57,1375,79794,,Active
ADDR000463,CUST00243,Home Country,United Kingdom,,Capital City,Main Area,"House 375, Street 4",,,,305602,Active
ADDR000464,CUST00244,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Nakheel,34 Al Nakheel Street,Building 99,875,43962,,Active
ADDR000465,CUST00244,Home Country,United Kingdom,,Metro City,Market Area,"House 160, Street 11",,,,207789,Active
ADDR000466,CUST00245,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Al Faseel,74 Al Faseel Street,Building 119,1092,16818,,Active
ADDR000467,CUST00245,Home Country,Pakistan,,Capital City,Market Area,"House 33, Street 33",,,,429666,Active
ADDR000468,CUST00246,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Rolla,25 Rolla Street,Building 76,472,21423,,Active
ADDR000469,CUST00246,Home Country,Egypt,,Central District,Town Center,"House 46, Street 13",,,,361576,Active
ADDR000470,CUST00247,UAE Residence,United Arab Emirates,Dubai,Dubai,Business Bay,83 Business Bay Street,Building 92,1585,35660,,Active
ADDR000471,CUST00247,Home Country,Pakistan,,Capital City,Main Area,"House 165, Street 15",,,,140885,Active
ADDR000472,CUST00248,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Nahda,40 Al Nahda Street,Building 76,143,68953,,Active
ADDR000473,CUST00248,Home Country,Pakistan,,Old Town,Main Area,"House 344, Street 46",,,,204656,Active
ADDR000474,CUST00249,UAE Residence,United Arab Emirates,Dubai,Dubai,Dubai Marina,95 Dubai Marina Street,Building 105,1577,90466,,Active
ADDR000475,CUST00249,Home Country,United Kingdom,,Central District,Residential Zone,"House 164, Street 30",,,,526536,Active
ADDR000476,CUST00250,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Madhab,31 Madhab Street,Building 192,1352,52668,,Active
ADDR000477,CUST00250,Home Country,Nepal,,Central District,Main Area,"House 401, Street 36",,,,878025,Active
ADDR000478,CUST00251,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Taawun,76 Al Taawun Street,Building 26,680,63295,,Active
ADDR000479,CUST00251,Home Country,Nepal,,Central District,Residential Zone,"House 79, Street 4",,,,537231,Active
ADDR000480,CUST00252,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Mussafah,80 Mussafah Street,Building 188,522,13002,,Active
ADDR000481,CUST00253,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Nuaimiya,89 Al Nuaimiya Street,Building 192,1667,93979,,Active
ADDR000482,CUST00253,Home Country,Philippines,,Old Town,Main Area,"House 9, Street 4",,,,890369,Active
ADDR000483,CUST00254,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Falaj Al Mualla,21 Falaj Al Mualla Street,Building 171,1125,27563,,Active
ADDR000484,CUST00254,Home Country,Bangladesh,,Capital City,Town Center,"House 275, Street 10",,,,537679,Active
ADDR000485,CUST00255,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Falaj Al Mualla,20 Falaj Al Mualla Street,Building 176,443,92944,,Active
ADDR000486,CUST00255,Home Country,Pakistan,,Old Town,Residential Zone,"House 476, Street 41",,,,521641,Active
ADDR000487,CUST00256,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Rolla,80 Rolla Street,Building 146,1663,29137,,Active
ADDR000488,CUST00256,Home Country,United Kingdom,,Capital City,Market Area,"House 324, Street 18",,,,620690,Active
ADDR000489,CUST00257,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Nakheel,96 Al Nakheel Street,Building 1,146,55254,,Active
ADDR000490,CUST00257,Home Country,Philippines,,Metro City,Market Area,"House 339, Street 41",,,,764118,Active
ADDR000491,CUST00258,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Al Faseel,64 Al Faseel Street,Building 34,644,82255,,Active
ADDR000492,CUST00259,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Madhab,7 Madhab Street,Building 181,925,30696,,Active
ADDR000493,CUST00259,Home Country,Nepal,,Metro City,Main Area,"House 24, Street 42",,,,793117,Active
ADDR000494,CUST00260,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Jurf,72 Al Jurf Street,Building 87,2121,26884,,Active
ADDR000495,CUST00260,Home Country,Jordan,,Central District,Market Area,"House 285, Street 30",,,,228027,Active
ADDR000496,CUST00261,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Taawun,45 Al Taawun Street,Building 23,1310,53866,,Active
ADDR000497,CUST00262,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Nahda,43 Al Nahda Street,Building 174,2197,94216,,Active
ADDR000498,CUST00263,UAE Residence,United Arab Emirates,Dubai,Dubai,Bur Dubai,81 Bur Dubai Street,Building 133,1737,12088,,Active
ADDR000499,CUST00263,Home Country,Sri Lanka,,Old Town,Main Area,"House 148, Street 36",,,,130073,Active
ADDR000500,CUST00264,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Majaz,34 Al Majaz Street,Building 4,1815,57004,,Active
ADDR000501,CUST00264,Home Country,Philippines,,Central District,Town Center,"House 135, Street 29",,,,943729,Active
ADDR000502,CUST00265,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Jurf,6 Al Jurf Street,Building 184,2474,13053,,Active
ADDR000503,CUST00265,Home Country,Sri Lanka,,Central District,Main Area,"House 325, Street 33",,,,864073,Active
ADDR000504,CUST00266,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Khuzam,56 Khuzam Street,Building 101,1164,36769,,Active
ADDR000505,CUST00266,Home Country,Philippines,,Capital City,Main Area,"House 462, Street 25",,,,445221,Active
ADDR000506,CUST00267,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Al Faseel,56 Al Faseel Street,Building 35,1004,77478,,Active
ADDR000507,CUST00267,Home Country,Egypt,,Old Town,Town Center,"House 373, Street 25",,,,464479,Active
ADDR000508,CUST00268,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Rashidiya,10 Al Rashidiya Street,Building 53,1695,96376,,Active
ADDR000509,CUST00268,Home Country,United Kingdom,,Capital City,Town Center,"House 332, Street 9",,,,244758,Active
ADDR000510,CUST00269,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Salamah,12 Al Salamah Street,Building 26,893,82877,,Active
ADDR000511,CUST00269,Home Country,Egypt,,Old Town,Main Area,"House 473, Street 18",,,,605407,Active
ADDR000512,CUST00270,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Raas,86 Al Raas Street,Building 193,1932,20438,,Active
ADDR000513,CUST00270,Home Country,India,,Capital City,Market Area,"House 261, Street 2",,,,317385,Active
ADDR000514,CUST00271,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Mussafah,98 Mussafah Street,Building 185,1151,78295,,Active
ADDR000515,CUST00271,Home Country,Bangladesh,,Central District,Market Area,"House 287, Street 11",,,,853148,Active
ADDR000516,CUST00272,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Khuzam,40 Khuzam Street,Building 19,600,44028,,Active
ADDR000517,CUST00272,Home Country,Nepal,,Old Town,Main Area,"House 491, Street 24",,,,344694,Active
ADDR000518,CUST00273,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Corniche,17 Corniche Street,Building 144,1081,87139,,Active
ADDR000519,CUST00273,Home Country,Pakistan,,Central District,Main Area,"House 491, Street 48",,,,528699,Active
ADDR000520,CUST00274,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Rashidiya,82 Al Rashidiya Street,Building 15,2412,53434,,Active
ADDR000521,CUST00274,Home Country,Pakistan,,Metro City,Market Area,"House 337, Street 47",,,,512974,Active
ADDR000522,CUST00275,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Nuaimiya,72 Al Nuaimiya Street,Building 66,2192,77773,,Active
ADDR000523,CUST00275,Home Country,Nepal,,Old Town,Town Center,"House 428, Street 22",,,,498456,Active
ADDR000524,CUST00276,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Dibba,76 Dibba Street,Building 43,1606,96970,,Active
ADDR000525,CUST00276,Home Country,United Kingdom,,Metro City,Market Area,"House 270, Street 11",,,,851728,Active
ADDR000526,CUST00277,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Nakheel,98 Al Nakheel Street,Building 196,554,79067,,Active
ADDR000527,CUST00277,Home Country,Pakistan,,Metro City,Market Area,"House 126, Street 24",,,,319853,Active
ADDR000528,CUST00278,UAE Residence,United Arab Emirates,Dubai,Dubai,Jumeirah,66 Jumeirah Street,Building 132,1505,65980,,Active
ADDR000529,CUST00278,Home Country,Pakistan,,Central District,Town Center,"House 249, Street 27",,,,770185,Active
ADDR000530,CUST00279,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Nuaimiya,79 Al Nuaimiya Street,Building 103,1241,52460,,Active
ADDR000531,CUST00279,Home Country,Bangladesh,,Metro City,Town Center,"House 499, Street 18",,,,869724,Active
ADDR000532,CUST00280,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Madinat Zayed,42 Madinat Zayed Street,Building 148,2046,53872,,Active
ADDR000533,CUST00281,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Nahda,30 Al Nahda Street,Building 92,922,20637,,Active
ADDR000534,CUST00281,Home Country,Jordan,,Old Town,Residential Zone,"House 460, Street 23",,,,816889,Active
ADDR000535,CUST00282,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Raas,77 Al Raas Street,Building 161,750,75922,,Active
ADDR000536,CUST00283,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Madhab,36 Madhab Street,Building 138,1974,46232,,Active
ADDR000537,CUST00283,Home Country,Sri Lanka,,Capital City,Main Area,"House 362, Street 41",,,,405274,Active
ADDR000538,CUST00284,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,88 Al Dhait Street,Building 41,1856,68164,,Active
ADDR000539,CUST00284,Home Country,Sri Lanka,,Central District,Main Area,"House 430, Street 48",,,,783581,Active
ADDR000540,CUST00285,UAE Residence,United Arab Emirates,Dubai,Dubai,Dubai Marina,80 Dubai Marina Street,Building 127,1839,43708,,Active
ADDR000541,CUST00285,Home Country,Sri Lanka,,Central District,Market Area,"House 138, Street 40",,,,525993,Active
ADDR000542,CUST00286,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Al Reem Island,10 Al Reem Island Street,Building 197,1568,94059,,Active
ADDR000543,CUST00287,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Jurf,15 Al Jurf Street,Building 157,1752,67750,,Active
ADDR000544,CUST00287,Home Country,Sri Lanka,,Old Town,Market Area,"House 479, Street 47",,,,108321,Active
ADDR000545,CUST00288,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Salamah,73 Al Salamah Street,Building 53,1538,76101,,Active
ADDR000546,CUST00288,Home Country,Nepal,,Metro City,Main Area,"House 428, Street 8",,,,515238,Active
ADDR000547,CUST00289,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Falaj Al Mualla,5 Falaj Al Mualla Street,Building 22,1441,85445,,Active
ADDR000548,CUST00289,Home Country,Jordan,,Old Town,Market Area,"House 89, Street 18",,,,251606,Active
ADDR000549,CUST00290,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Taawun,36 Al Taawun Street,Building 195,2318,38176,,Active
ADDR000550,CUST00290,Home Country,Egypt,,Central District,Market Area,"House 246, Street 25",,,,530136,Active
ADDR000551,CUST00291,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Nakheel,73 Al Nakheel Street,Building 161,2230,43297,,Active
ADDR000552,CUST00291,Home Country,Egypt,,Old Town,Main Area,"House 489, Street 6",,,,943542,Active
ADDR000553,CUST00292,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Fujairah City,36 Fujairah City Street,Building 3,936,35760,,Active
ADDR000554,CUST00292,Home Country,United Kingdom,,Central District,Main Area,"House 37, Street 22",,,,329820,Active
ADDR000555,CUST00293,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Rashidiya,48 Al Rashidiya Street,Building 135,1735,62460,,Active
ADDR000556,CUST00293,Home Country,Philippines,,Old Town,Main Area,"House 476, Street 23",,,,442146,Active
ADDR000557,CUST00294,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Al Reem Island,54 Al Reem Island Street,Building 5,1514,42118,,Active
ADDR000558,CUST00294,Home Country,Sri Lanka,,Metro City,Town Center,"House 21, Street 40",,,,558666,Active
ADDR000559,CUST00295,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Jurf,96 Al Jurf Street,Building 104,665,74981,,Active
ADDR000560,CUST00295,Home Country,Bangladesh,,Metro City,Main Area,"House 323, Street 22",,,,885789,Active
ADDR000561,CUST00296,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Rolla,90 Rolla Street,Building 77,2449,18253,,Active
ADDR000562,CUST00296,Home Country,Pakistan,,Capital City,Market Area,"House 364, Street 34",,,,960893,Active
ADDR000563,CUST00297,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Corniche,57 Corniche Street,Building 190,729,75707,,Active
ADDR000564,CUST00297,Home Country,Egypt,,Central District,Main Area,"House 88, Street 6",,,,474778,Active
ADDR000565,CUST00298,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Khalifa City,72 Khalifa City Street,Building 63,181,98287,,Active
ADDR000566,CUST00298,Home Country,Philippines,,Old Town,Town Center,"House 175, Street 21",,,,675691,Active
ADDR000567,CUST00299,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Nahda,21 Al Nahda Street,Building 99,848,64628,,Active
ADDR000568,CUST00299,Home Country,Sri Lanka,,Central District,Market Area,"House 483, Street 39",,,,488791,Active
ADDR000569,CUST00300,UAE Residence,United Arab Emirates,Ajman,Ajman,Ajman Corniche,83 Ajman Corniche Street,Building 132,1194,47823,,Active
ADDR000570,CUST00300,Home Country,Bangladesh,,Old Town,Main Area,"House 229, Street 36",,,,739117,Active
ADDR000571,CUST00301,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Salamah,62 Al Salamah Street,Building 88,437,97333,,Active
ADDR000572,CUST00302,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Salamah,78 Al Salamah Street,Building 130,365,69779,,Active
ADDR000573,CUST00302,Home Country,Philippines,,Old Town,Residential Zone,"House 190, Street 5",,,,260617,Active
ADDR000574,CUST00303,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Khuzam,39 Khuzam Street,Building 25,1357,89169,,Active
ADDR000575,CUST00303,Home Country,Jordan,,Metro City,Residential Zone,"House 106, Street 44",,,,205182,Active
ADDR000576,CUST00304,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Jurf,80 Al Jurf Street,Building 139,829,78159,,Active
ADDR000577,CUST00304,Home Country,Egypt,,Metro City,Residential Zone,"House 340, Street 37",,,,598984,Active
ADDR000578,CUST00305,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Corniche,57 Corniche Street,Building 112,1536,59707,,Active
ADDR000579,CUST00305,Home Country,Philippines,,Central District,Main Area,"House 247, Street 2",,,,479212,Active
ADDR000580,CUST00306,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Al Reem Island,93 Al Reem Island Street,Building 157,1179,95018,,Active
ADDR000581,CUST00306,Home Country,Pakistan,,Metro City,Residential Zone,"House 114, Street 50",,,,552889,Active
ADDR000582,CUST00307,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,85 Al Dhait Street,Building 127,518,54077,,Active
ADDR000583,CUST00307,Home Country,Jordan,,Old Town,Market Area,"House 487, Street 10",,,,861186,Active
ADDR000584,CUST00308,UAE Residence,United Arab Emirates,Dubai,Dubai,Dubai Marina,35 Dubai Marina Street,Building 197,321,73815,,Active
ADDR000585,CUST00308,Home Country,India,,Old Town,Market Area,"House 153, Street 8",,,,462570,Active
ADDR000586,CUST00309,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Muweilah,76 Muweilah Street,Building 119,2012,26382,,Active
ADDR000587,CUST00309,Home Country,Sri Lanka,,Capital City,Main Area,"House 57, Street 8",,,,449202,Active
ADDR000588,CUST00310,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Al Faseel,60 Al Faseel Street,Building 117,1037,47714,,Active
ADDR000589,CUST00310,Home Country,United Kingdom,,Central District,Market Area,"House 340, Street 5",,,,958413,Active
ADDR000590,CUST00311,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Al Faseel,89 Al Faseel Street,Building 138,2082,27497,,Active
ADDR000591,CUST00311,Home Country,Philippines,,Metro City,Residential Zone,"House 483, Street 24",,,,591046,Active
ADDR000592,CUST00312,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Khuzam,52 Khuzam Street,Building 66,526,39261,,Active
ADDR000593,CUST00312,Home Country,Nepal,,Central District,Residential Zone,"House 332, Street 47",,,,764671,Active
ADDR000594,CUST00313,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Jurf,13 Al Jurf Street,Building 101,2288,53096,,Active
ADDR000595,CUST00313,Home Country,Pakistan,,Central District,Town Center,"House 110, Street 40",,,,797503,Active
ADDR000596,CUST00314,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Khalifa City,31 Khalifa City Street,Building 38,2298,58066,,Active
ADDR000597,CUST00314,Home Country,Philippines,,Central District,Residential Zone,"House 283, Street 2",,,,974501,Active
ADDR000598,CUST00315,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Raas,63 Al Raas Street,Building 192,1335,73936,,Active
ADDR000599,CUST00315,Home Country,Egypt,,Central District,Main Area,"House 335, Street 27",,,,522001,Active
ADDR000600,CUST00316,UAE Residence,United Arab Emirates,Dubai,Dubai,Bur Dubai,68 Bur Dubai Street,Building 198,1176,92322,,Active
ADDR000601,CUST00316,Home Country,United Kingdom,,Capital City,Market Area,"House 211, Street 11",,,,349913,Active
ADDR000602,CUST00317,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Muweilah,57 Muweilah Street,Building 1,1332,12391,,Active
ADDR000603,CUST00317,Home Country,Nepal,,Old Town,Main Area,"House 129, Street 26",,,,946057,Active
ADDR000604,CUST00318,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,82 Al Dhait Street,Building 184,494,43355,,Active
ADDR000605,CUST00318,Home Country,Nepal,,Old Town,Town Center,"House 369, Street 45",,,,357485,Active
ADDR000606,CUST00319,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Mussafah,72 Mussafah Street,Building 90,1409,84960,,Active
ADDR000607,CUST00319,Home Country,Nepal,,Central District,Main Area,"House 266, Street 46",,,,327281,Active
ADDR000608,CUST00320,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Jurf,48 Al Jurf Street,Building 183,1749,14860,,Active
ADDR000609,CUST00320,Home Country,Sri Lanka,,Capital City,Town Center,"House 14, Street 13",,,,738040,Active
ADDR000610,CUST00321,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Old Town,13 Old Town Street,Building 5,419,70308,,Active
ADDR000611,CUST00322,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Madinat Zayed,87 Madinat Zayed Street,Building 8,262,23744,,Active
ADDR000612,CUST00322,Home Country,Pakistan,,Old Town,Main Area,"House 482, Street 25",,,,582357,Active
ADDR000613,CUST00323,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Khuzam,74 Khuzam Street,Building 9,2103,81171,,Active
ADDR000614,CUST00323,Home Country,India,,Old Town,Market Area,"House 484, Street 34",,,,427785,Active
ADDR000615,CUST00324,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Mussafah,51 Mussafah Street,Building 181,740,24397,,Active
ADDR000616,CUST00324,Home Country,United Kingdom,,Central District,Market Area,"House 341, Street 36",,,,908085,Active
ADDR000617,CUST00325,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Old Town,57 Old Town Street,Building 103,1124,56260,,Active
ADDR000618,CUST00325,Home Country,Egypt,,Metro City,Town Center,"House 250, Street 16",,,,485891,Active
ADDR000619,CUST00326,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Al Faseel,91 Al Faseel Street,Building 135,1770,15960,,Active
ADDR000620,CUST00326,Home Country,Philippines,,Old Town,Main Area,"House 233, Street 9",,,,239292,Active
ADDR000621,CUST00327,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Hamra,35 Al Hamra Street,Building 200,450,38001,,Active
ADDR000622,CUST00327,Home Country,Pakistan,,Metro City,Residential Zone,"House 420, Street 7",,,,889872,Active
ADDR000623,CUST00328,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Taawun,1 Al Taawun Street,Building 20,1215,34846,,Active
ADDR000624,CUST00329,UAE Residence,United Arab Emirates,Dubai,Dubai,Dubai Marina,60 Dubai Marina Street,Building 80,776,74552,,Active
ADDR000625,CUST00329,Home Country,United Kingdom,,Central District,Market Area,"House 222, Street 26",,,,992407,Active
ADDR000626,CUST00330,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Dibba,41 Dibba Street,Building 123,2426,64269,,Active
ADDR000627,CUST00330,Home Country,Egypt,,Old Town,Main Area,"House 487, Street 45",,,,381049,Active
ADDR000628,CUST00331,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Nakheel,26 Al Nakheel Street,Building 181,146,97057,,Active
ADDR000629,CUST00331,Home Country,Pakistan,,Capital City,Town Center,"House 345, Street 47",,,,339418,Active
ADDR000630,CUST00332,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Raas,81 Al Raas Street,Building 112,1595,83494,,Active
ADDR000631,CUST00332,Home Country,Pakistan,,Metro City,Town Center,"House 423, Street 2",,,,638618,Active
ADDR000632,CUST00333,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Muweilah,24 Muweilah Street,Building 172,1801,41101,,Active
