document_id,customer_id,document_type,document_number,issue_date,expiry_date,issued_country,residency_status,document_status,verification_status
DOC000523,CUST00262,Emirates ID,784-1912-1857027-6,2025-05-08,2028-12-13,United Arab Emirates,UAE Citizen,Valid,Verified
DOC000524,CUST00262,Passport,P4295478,2016-10-26,2026-10-24,United Arab Emirates,UAE Citizen,Valid,Verified
DOC000525,CUST00263,Emirates ID,784-1960-4311759-2,2024-12-15,2026-06-03,United Arab Emirates,UAE Resident,Expired,Verified
DOC000526,CUST00263,Passport,P9174374,2018-05-30,2028-05-27,Sri Lanka,UAE Resident,Valid,Verified
DOC000527,CUST00264,Emirates ID,784-1955-2871060-8,2020-02-09,2024-05-14,United Arab Emirates,UAE Resident,Expired,Verified
DOC000528,CUST00264,Passport,P8654679,2018-03-08,2028-03-05,Philippines,UAE Resident,Valid,Rejected
DOC000529,CUST00265,Emirates ID,784-1976-5542317-8,2022-10-28,2026-02-07,United Arab Emirates,UAE Resident,Expired,Verified
DOC000530,CUST00265,Passport,P9510963,2019-09-08,2029-09-05,Sri Lanka,UAE Resident,Valid,Verified
DOC000531,CUST00266,Emirates ID,784-1938-5432538-9,2023-03-08,2027-10-19,United Arab Emirates,UAE Resident,Valid,Verified
DOC000532,CUST00266,Passport,P9439984,2019-02-01,2029-01-29,Philippines,UAE Resident,Valid,Verified
DOC000533,CUST00267,Emirates ID,784-1996-4056477-8,2024-12-07,2026-07-23,United Arab Emirates,UAE Resident,Valid,Verified
DOC000534,CUST00267,Passport,P8893786,2021-09-18,2031-09-16,Egypt,UAE Resident,Valid,Verified
DOC000535,CUST00268,Emirates ID,784-1997-8248007-5,2022-01-02,2023-05-16,United Arab Emirates,UAE Resident,Expired,Verified
DOC000536,CUST00268,Passport,P8435634,2025-08-31,2035-08-29,United Kingdom,UAE Resident,Valid,Verified
DOC000537,CUST00269,Emirates ID,784-1999-2823879-4,2022-01-18,2024-02-18,United Arab Emirates,UAE Resident,Expired,Verified
DOC000538,CUST00269,Passport,P6123490,2021-08-17,2031-08-15,Egypt,UAE Resident,Valid,Verified
DOC000539,CUST00270,Emirates ID,784-1913-6034195-4,2025-12-12,2029-08-04,United Arab Emirates,UAE Resident,Valid,Verified
DOC000540,CUST00270,Passport,P6431882,2017-09-25,2027-09-23,India,UAE Resident,Valid,Verified
DOC000541,CUST00271,Emirates ID,784-2009-3649846-3,2024-06-10,2026-05-27,United Arab Emirates,UAE Resident,Expired,Verified
DOC000542,CUST00271,Passport,P8948628,2021-10-16,2031-10-14,Bangladesh,UAE Resident,Valid,Verified
DOC000543,CUST00272,Emirates ID,784-1929-5409982-8,2024-09-03,2027-03-08,United Arab Emirates,UAE Resident,Valid,Pending
DOC000544,CUST00272,Passport,P6093866,2025-05-10,2035-05-08,Nepal,UAE Resident,Valid,Verified
DOC000545,CUST00273,Emirates ID,784-1993-6938019-6,2023-06-08,2026-04-21,United Arab Emirates,UAE Resident,Expired,Verified
DOC000546,CUST00273,Passport,P7602542,2020-10-08,2030-10-06,Pakistan,UAE Resident,Valid,Verified
DOC000547,CUST00274,Emirates ID,784-1907-7858320-6,2020-01-24,2023-04-30,United Arab Emirates,UAE Resident,Expired,Verified
DOC000548,CUST00274,Passport,P8665337,2017-07-27,2027-07-25,Pakistan,UAE Resident,Valid,Verified
DOC000549,CUST00275,Emirates ID,784-1925-4499878-5,2020-03-20,2025-03-01,United Arab Emirates,UAE Resident,Expired,Verified
DOC000550,CUST00275,Passport,P1397267,2020-03-09,2030-03-07,Nepal,UAE Resident,Valid,Verified
DOC000551,CUST00276,Emirates ID,784-1971-4346251-4,2024-04-15,2027-02-11,United Arab Emirates,UAE Resident,Valid,Verified
DOC000552,CUST00276,Passport,P5596336,2020-12-07,2030-12-05,United Kingdom,UAE Resident,Valid,Verified
DOC000553,CUST00277,Emirates ID,784-1941-9047740-8,2022-09-22,2024-08-15,United Arab Emirates,UAE Resident,Expired,Pending
DOC000554,CUST00277,Passport,P7544171,2016-07-07,2026-07-05,Pakistan,UAE Resident,Valid,Verified
DOC000555,CUST00278,Emirates ID,784-1935-7291774-1,2025-06-17,2027-11-10,United Arab Emirates,UAE Resident,Valid,Verified
DOC000556,CUST00278,Passport,P6749416,2023-03-04,2033-03-01,Pakistan,UAE Resident,Valid,Verified
DOC000557,CUST00279,Emirates ID,784-2018-5768677-2,2024-02-22,2027-08-07,United Arab Emirates,UAE Resident,Valid,Verified
DOC000558,CUST00279,Passport,P2241325,2025-11-16,2035-11-14,Bangladesh,UAE Resident,Valid,Verified
DOC000559,CUST00280,Emirates ID,784-2011-3523621-5,2024-08-21,2026-06-27,United Arab Emirates,UAE Citizen,Valid,Verified
DOC000560,CUST00280,Passport,P2476481,2022-04-20,2032-04-17,United Arab Emirates,UAE Citizen,Valid,Verified
DOC000561,CUST00281,Emirates ID,784-1969-5374141-9,2023-09-04,2027-11-19,United Arab Emirates,UAE Resident,Valid,Verified
DOC000562,CUST00281,Passport,P1366612,2019-04-08,2029-04-05,Jordan,UAE Resident,Valid,Verified
DOC000563,CUST00282,Emirates ID,784-1991-6267395-6,2020-10-05,2025-09-06,United Arab Emirates,UAE Citizen,Expired,Pending
DOC000564,CUST00282,Passport,P4603961,2020-12-31,2030-12-29,United Arab Emirates,UAE Citizen,Valid,Verified
DOC000565,CUST00283,Emirates ID,784-1958-7076771-6,2025-04-02,2027-07-12,United Arab Emirates,UAE Resident,Valid,Verified
DOC000566,CUST00283,Passport,P5345732,2023-11-23,2033-11-20,Sri Lanka,UAE Resident,Valid,Verified
DOC000567,CUST00284,Emirates ID,784-1915-7891727-7,2020-04-04,2022-01-16,United Arab Emirates,UAE Resident,Expired,Verified
DOC000568,CUST00284,Passport,P1805827,2021-06-15,2031-06-13,Sri Lanka,UAE Resident,Valid,Verified
DOC000569,CUST00285,Emirates ID,784-1947-1271812-7,2020-09-03,2024-07-18,United Arab Emirates,UAE Resident,Expired,Rejected
DOC000570,CUST00285,Passport,P6487324,2021-08-27,2031-08-25,Sri Lanka,UAE Resident,Valid,Verified
DOC000571,CUST00286,Emirates ID,784-1973-6599438-2,2025-07-08,2028-02-06,United Arab Emirates,UAE Citizen,Valid,Verified
DOC000572,CUST00286,Passport,P2545911,2022-05-04,2032-05-01,United Arab Emirates,UAE Citizen,Valid,Pending
DOC000573,CUST00287,Emirates ID,784-1920-9615106-2,2021-04-05,2025-03-29,United Arab Emirates,UAE Resident,Expired,Verified
DOC000574,CUST00287,Passport,P4202560,2021-04-02,2031-03-31,Sri Lanka,UAE Resident,Valid,Verified
DOC000575,CUST00288,Emirates ID,784-1959-8571366-3,2024-10-31,2027-05-21,United Arab Emirates,UAE Resident,Valid,Verified
DOC000576,CUST00288,Passport,P4047980,2016-10-26,2026-10-24,Nepal,UAE Resident,Valid,Verified
DOC000577,CUST00289,Emirates ID,784-1967-8254420-1,2023-10-23,2027-05-09,United Arab Emirates,UAE Resident,Valid,Verified
DOC000578,CUST00289,Passport,P1106601,2019-04-18,2029-04-15,Jordan,UAE Resident,Valid,Verified
DOC000579,CUST00290,Emirates ID,784-1901-4778731-6,2024-05-16,2025-06-23,United Arab Emirates,UAE Resident,Expired,Verified
DOC000580,CUST00290,Passport,P4739473,2018-11-26,2028-11-23,Egypt,UAE Resident,Valid,Verified
DOC000581,CUST00291,Emirates ID,784-1958-4361005-6,2023-08-30,2027-08-24,United Arab Emirates,UAE Resident,Valid,Pending
DOC000582,CUST00291,Passport,P3560283,2024-01-07,2034-01-04,Egypt,UAE Resident,Valid,Verified
DOC000583,CUST00292,Emirates ID,784-1939-4046519-2,2021-08-30,2023-10-26,United Arab Emirates,UAE Resident,Expired,Verified
DOC000584,CUST00292,Passport,P1661904,2022-10-01,2032-09-28,United Kingdom,UAE Resident,Valid,Verified
DOC000585,CUST00293,Emirates ID,784-1941-6290464-4,2023-11-28,2025-04-17,United Arab Emirates,UAE Resident,Expired,Verified
DOC000586,CUST00293,Passport,P6082313,2018-04-06,2028-04-03,Philippines,UAE Resident,Valid,Verified
DOC000587,CUST00294,Emirates ID,784-2019-4644612-6,2023-01-15,2025-05-06,United Arab Emirates,UAE Resident,Expired,Verified
DOC000588,CUST00294,Passport,P8375951,2025-11-03,2035-11-01,Sri Lanka,UAE Resident,Valid,Verified
DOC000589,CUST00295,Emirates ID,784-1956-4499464-7,2024-03-16,2025-05-07,United Arab Emirates,UAE Resident,Expired,Verified
DOC000590,CUST00295,Passport,P7697098,2020-12-01,2030-11-29,Bangladesh,UAE Resident,Valid,Verified
DOC000591,CUST00296,Emirates ID,784-2004-3091268-2,2024-04-07,2028-07-28,United Arab Emirates,UAE Resident,Valid,Pending
DOC000592,CUST00296,Passport,P9665368,2021-09-06,2031-09-04,Pakistan,UAE Resident,Valid,Verified
DOC000593,CUST00297,Emirates ID,784-2020-9205877-6,2022-05-08,2024-01-09,United Arab Emirates,UAE Resident,Expired,Verified
DOC000594,CUST00297,Passport,P7964689,2019-07-21,2029-07-18,Egypt,UAE Resident,Valid,Verified
DOC000595,CUST00298,Emirates ID,784-1946-9019156-5,2021-01-06,2024-11-09,United Arab Emirates,UAE Resident,Expired,Verified
DOC000596,CUST00298,Passport,P1270875,2021-02-14,2031-02-12,Philippines,UAE Resident,Valid,Verified
DOC000597,CUST00299,Emirates ID,784-2009-2678829-6,2024-09-16,2027-12-14,United Arab Emirates,UAE Resident,Valid,Verified
DOC000598,CUST00299,Passport,P2095646,2019-06-23,2029-06-20,Sri Lanka,UAE Resident,Valid,Verified
DOC000599,CUST00300,Emirates ID,784-1989-2416860-7,2023-05-16,2025-08-27,United Arab Emirates,UAE Resident,Expired,Verified
DOC000600,CUST00300,Passport,P5608971,2016-03-05,2026-03-03,Bangladesh,UAE Resident,Expired,Verified
DOC000601,CUST00301,Emirates ID,784-1918-5177495-3,2023-08-17,2024-11-16,United Arab Emirates,UAE Citizen,Expired,Verified
DOC000602,CUST00301,Passport,P9701033,2017-06-08,2027-06-06,United Arab Emirates,UAE Citizen,Valid,Verified
DOC000603,CUST00302,Emirates ID,784-1907-4520289-5,2025-04-08,2026-06-26,United Arab Emirates,UAE Resident,Valid,Verified
DOC000604,CUST00302,Passport,P3642121,2020-08-26,2030-08-24,Philippines,UAE Resident,Valid,Verified
DOC000605,CUST00303,Emirates ID,784-1919-4046988-6,2021-12-16,2025-11-12,United Arab Emirates,UAE Resident,Expired,Verified
DOC000606,CUST00303,Passport,P3724178,2017-03-24,2027-03-22,Jordan,UAE Resident,Valid,Verified
DOC000607,CUST00304,Emirates ID,784-1951-7260990-5,2022-04-15,2024-12-31,United Arab Emirates,UAE Resident,Expired,Verified
DOC000608,CUST00304,Passport,P1433356,2016-04-26,2026-04-24,Egypt,UAE Resident,Expired,Verified
DOC000609,CUST00305,Emirates ID,784-1994-3421636-7,2025-04-11,2026-06-20,United Arab Emirates,UAE Resident,Expired,Verified
DOC000610,CUST00305,Passport,P9811471,2020-03-24,2030-03-22,Philippines,UAE Resident,Valid,Verified
DOC000611,CUST00306,Emirates ID,784-1944-4736280-2,2021-02-14,2022-03-16,United Arab Emirates,UAE Resident,Expired,Verified
DOC000612,CUST00306,Passport,P2885936,2016-09-28,2026-09-26,Pakistan,UAE Resident,Valid,Pending
DOC000613,CUST00307,Emirates ID,784-2009-8388951-3,2025-03-17,2028-07-14,United Arab Emirates,UAE Resident,Valid,Verified
DOC000614,CUST00307,Passport,P1012106,2025-01-28,2035-01-26,Jordan,UAE Resident,Valid,Verified
DOC000615,CUST00308,Emirates ID,784-1916-6416968-9,2025-04-07,2027-09-15,United Arab Emirates,UAE Resident,Valid,Verified
DOC000616,CUST00308,Passport,P2617294,2022-11-18,2032-11-15,India,UAE Resident,Valid,Verified
DOC000617,CUST00309,Emirates ID,784-1928-9635804-3,2022-03-14,2023-11-26,United Arab Emirates,UAE Resident,Expired,Verified
DOC000618,CUST00309,Passport,P4784131,2017-08-07,2027-08-05,Sri Lanka,UAE Resident,Valid,Verified
DOC000619,CUST00310,Emirates ID,784-1936-2765436-4,2021-01-23,2024-04-29,United Arab Emirates,UAE Resident,Expired,Verified
DOC000620,CUST00310,Passport,P6051756,2018-01-26,2028-01-24,United Kingdom,UAE Resident,Valid,Verified
DOC000621,CUST00311,Emirates ID,784-1975-9722758-9,2025-03-07,2029-12-04,United Arab Emirates,UAE Resident,Valid,Verified
DOC000622,CUST00311,Passport,P5474917,2025-11-28,2035-11-26,Philippines,UAE Resident,Valid,Verified
DOC000623,CUST00312,Emirates ID,784-1954-7287608-3,2021-06-23,2024-04-24,United Arab Emirates,UAE Resident,Expired,Verified
DOC000624,CUST00312,Passport,P1574205,2025-07-16,2035-07-14,Nepal,UAE Resident,Valid,Verified
DOC000625,CUST00313,Emirates ID,784-1906-4320146-3,2024-04-26,2028-11-10,United Arab Emirates,UAE Resident,Valid,Verified
DOC000626,CUST00313,Passport,P1572338,2023-02-12,2033-02-09,Pakistan,UAE Resident,Valid,Verified
DOC000627,CUST00314,Emirates ID,784-1950-6411195-1,2022-09-01,2024-07-28,United Arab Emirates,UAE Resident,Expired,Verified
DOC000628,CUST00314,Passport,P6769714,2021-06-04,2031-06-02,Philippines,UAE Resident,Valid,Verified
DOC000629,CUST00315,Emirates ID,784-1927-8603326-5,2024-07-19,2028-01-30,United Arab Emirates,UAE Resident,Valid,Verified
DOC000630,CUST00315,Passport,P5685963,2017-04-27,2027-04-25,Egypt,UAE Resident,Valid,Verified
DOC000631,CUST00316,Emirates ID,784-1943-4125920-5,2025-10-08,2028-08-28,United Arab Emirates,UAE Resident,Valid,Verified
DOC000632,CUST00316,Passport,P9176462,2025-10-11,2035-10-09,United Kingdom,UAE Resident,Valid,Verified
DOC000633,CUST00317,Emirates ID,784-1912-6744099-9,2025-02-12,2029-11-01,United Arab Emirates,UAE Resident,Valid,Verified
DOC000634,CUST00317,Passport,P7130767,2024-10-07,2034-10-05,Nepal,UAE Resident,Valid,Verified
DOC000635,CUST00318,Emirates ID,784-1916-2586848-4,2020-04-14,2024-04-30,United Arab Emirates,UAE Resident,Expired,Pending
DOC000636,CUST00318,Passport,P2864568,2025-04-22,2035-04-20,Nepal,UAE Resident,Valid,Verified
DOC000637,CUST00319,Emirates ID,784-2011-6832167-5,2023-04-26,2025-01-08,United Arab Emirates,UAE Resident,Expired,Verified
DOC000638,CUST00319,Passport,P2391959,2022-03-16,2032-03-13,Nepal,UAE Resident,Valid,Pending
DOC000639,CUST00320,Emirates ID,784-1950-9571557-4,2025-08-29,2027-09-06,United Arab Emirates,UAE Resident,Valid,Verified
DOC000640,CUST00320,Passport,P4722144,2023-08-19,2033-08-16,Sri Lanka,UAE Resident,Valid,Verified
DOC000641,CUST00321,Emirates ID,784-1967-3546298-9,2022-03-24,2025-03-17,United Arab Emirates,UAE Citizen,Expired,Verified
DOC000642,CUST00321,Passport,P9944877,2024-12-21,2034-12-19,United Arab Emirates,UAE Citizen,Valid,Verified
DOC000643,CUST00322,Emirates ID,784-1967-3797658-6,2022-08-01,2027-06-21,United Arab Emirates,UAE Resident,Valid,Verified
DOC000644,CUST00322,Passport,P3778902,2023-08-18,2033-08-15,Pakistan,UAE Resident,Valid,Verified
DOC000645,CUST00323,Emirates ID,784-1969-8113803-4,2022-07-15,2024-05-21,United Arab Emirates,UAE Resident,Expired,Verified
DOC000646,CUST00323,Passport,P5974384,2020-06-29,2030-06-27,India,UAE Resident,Valid,Verified
DOC000647,CUST00324,Emirates ID,784-2014-8995112-8,2025-11-07,2029-03-18,United Arab Emirates,UAE Resident,Valid,Verified
DOC000648,CUST00324,Passport,P6033050,2024-02-03,2034-01-31,United Kingdom,UAE Resident,Valid,Verified
DOC000649,CUST00325,Emirates ID,784-1971-6227870-4,2022-10-26,2027-10-15,United Arab Emirates,UAE Resident,Valid,Pending
DOC000650,CUST00325,Passport,P2120966,2022-11-16,2032-11-13,Egypt,UAE Resident,Valid,Verified
DOC000651,CUST00326,Emirates ID,784-1918-9068702-3,2024-08-07,2026-05-21,United Arab Emirates,UAE Resident,Expired,Verified
DOC000652,CUST00326,Passport,P5067855,2025-01-18,2035-01-16,Philippines,UAE Resident,Valid,Verified
DOC000653,CUST00327,Emirates ID,784-1953-7559885-4,2021-10-15,2026-05-30,United Arab Emirates,UAE Resident,Expired,Verified
DOC000654,CUST00327,Passport,P2183324,2019-12-06,2029-12-03,Pakistan,UAE Resident,Valid,Verified
DOC000655,CUST00328,Emirates ID,784-2014-7735054-2,2023-02-05,2024-11-18,United Arab Emirates,UAE Citizen,Expired,Verified
DOC000656,CUST00328,Passport,P3547556,2022-07-27,2032-07-24,United Arab Emirates,UAE Citizen,Valid,Verified
DOC000657,CUST00329,Emirates ID,784-1935-6494025-1,2021-08-06,2026-05-13,United Arab Emirates,UAE Resident,Expired,Verified
DOC000658,CUST00329,Passport,P6220408,2021-11-02,2031-10-31,United Kingdom,UAE Resident,Valid,Verified
DOC000659,CUST00330,Emirates ID,784-1984-8352983-5,2025-04-13,2027-08-01,United Arab Emirates,UAE Resident,Valid,Verified
DOC000660,CUST00330,Passport,P8623020,2022-01-25,2032-01-23,Egypt,UAE Resident,Valid,Verified
DOC000661,CUST00331,Emirates ID,784-1905-7400536-5,2023-10-30,2026-05-09,United Arab Emirates,UAE Resident,Expired,Verified
DOC000662,CUST00331,Passport,P8145593,2021-03-25,2031-03-23,Pakistan,UAE Resident,Valid,Verified
DOC000663,CUST00332,Emirates ID,784-1928-9771788-2,2025-06-18,2028-02-04,United Arab Emirates,UAE Resident,Valid,Verified
DOC000664,CUST00332,Passport,P7082569,2024-03-16,2034-03-14,Pakistan,UAE Resident,Valid,Verified
DOC000665,CUST00333,Emirates ID,784-1955-8074517-1,2025-07-18,2030-06-23,United Arab Emirates,UAE Resident,Valid,Verified
DOC000666,CUST00333,Passport,P5701035,2025-09-13,2035-09-11,Sri Lanka,UAE Resident,Valid,Verified
DOC000667,CUST00334,Emirates ID,784-1981-9519865-6,2023-02-03,2025-07-02,United Arab Emirates,UAE Resident,Expired,Verified
DOC000668,CUST00334,Passport,P5215259,2025-05-18,2035-05-16,India,UAE Resident,Valid,Rejected
DOC000669,CUST00335,Emirates ID,784-1912-9146156-4,2020-12-06,2022-01-01,United Arab Emirates,UAE Resident,Expired,Verified
DOC000670,CUST00335,Passport,P8277403,2018-06-25,2028-06-22,Sri Lanka,UAE Resident,Valid,Verified
DOC000671,CUST00336,Emirates ID,784-1962-7305252-9,2021-03-01,2026-02-19,United Arab Emirates,UAE Resident,Expired,Verified
DOC000672,CUST00336,Passport,P7418748,2023-06-27,2033-06-24,United Kingdom,UAE Resident,Valid,Verified
DOC000673,CUST00337,Emirates ID,784-2007-2653843-2,2021-03-17,2025-07-08,United Arab Emirates,UAE Citizen,Expired,Verified
DOC000674,CUST00337,Passport,P5003283,2024-07-26,2034-07-24,United Arab Emirates,UAE Citizen,Valid,Verified
DOC000675,CUST00338,Emirates ID,784-1991-1668822-6,2024-09-23,2027-12-08,United Arab Emirates,UAE Resident,Valid,Verified
DOC000676,CUST00338,Passport,P8729984,2020-12-08,2030-12-06,Bangladesh,UAE Resident,Valid,Verified
DOC000677,CUST00339,Emirates ID,784-2020-7688954-7,2025-11-11,2027-01-26,United Arab Emirates,UAE Resident,Valid,Verified
DOC000678,CUST00339,Passport,P4624541,2016-04-15,2026-04-13,Pakistan,UAE Resident,Expired,Verified
DOC000679,CUST00340,Emirates ID,784-1942-2657659-5,2020-04-08,2024-10-20,United Arab Emirates,UAE Resident,Expired,Pending
DOC000680,CUST00340,Passport,P1476046,2024-12-28,2034-12-26,Philippines,UAE Resident,Valid,Verified
DOC000681,CUST00341,Emirates ID,784-2004-6772196-6,2022-11-04,2025-11-07,United Arab Emirates,UAE Resident,Expired,Pending
DOC000682,CUST00341,Passport,P5641122,2018-10-15,2028-10-12,Bangladesh,UAE Resident,Valid,Verified
DOC000683,CUST00342,Emirates ID,784-1958-5415321-3,2020-07-14,2023-05-09,United Arab Emirates,UAE Resident,Expired,Verified
DOC000684,CUST00342,Passport,P6400269,2024-08-23,2034-08-21,United Kingdom,UAE Resident,Valid,Verified
DOC000685,CUST00343,Emirates ID,784-2008-9385863-2,2023-11-28,2025-11-14,United Arab Emirates,UAE Resident,Expired,Verified
DOC000686,CUST00343,Passport,P4818006,2022-11-29,2032-11-26,Sri Lanka,UAE Resident,Valid,Verified
DOC000687,CUST00344,Emirates ID,784-2017-2517205-7,2023-06-06,2024-12-29,United Arab Emirates,UAE Resident,Expired,Verified
DOC000688,CUST00344,Passport,P4123785,2021-07-29,2031-07-27,Sri Lanka,UAE Resident,Valid,Verified
DOC000689,CUST00345,Emirates ID,784-2009-9144342-6,2022-04-08,2024-10-01,United Arab Emirates,UAE Resident,Expired,Verified
DOC000690,CUST00345,Passport,P7064346,2020-11-28,2030-11-26,Bangladesh,UAE Resident,Valid,Verified
DOC000691,CUST00346,Emirates ID,784-1902-2870334-4,2021-11-21,2024-09-12,United Arab Emirates,UAE Resident,Expired,Verified
DOC000692,CUST00346,Passport,P5969473,2021-09-04,2031-09-02,Jordan,UAE Resident,Valid,Verified
DOC000693,CUST00347,Emirates ID,784-1979-2273983-4,2021-12-29,2025-03-23,United Arab Emirates,UAE Citizen,Expired,Verified
DOC000694,CUST00347,Passport,P7788683,2023-12-24,2033-12-21,United Arab Emirates,UAE Citizen,Valid,Verified
DOC000695,CUST00348,Emirates ID,784-1968-6935773-7,2021-08-20,2024-07-16,United Arab Emirates,UAE Resident,Expired,Verified
DOC000696,CUST00348,Passport,P2738556,2020-04-26,2030-04-24,Sri Lanka,UAE Resident,Valid,Verified
DOC000697,CUST00349,Emirates ID,784-1972-2379281-6,2023-04-18,2027-09-25,United Arab Emirates,UAE Resident,Valid,Rejected
DOC000698,CUST00349,Passport,P1684054,2020-12-17,2030-12-15,Nepal,UAE Resident,Valid,Verified
DOC000699,CUST00350,Emirates ID,784-1935-1442233-8,2021-09-26,2026-06-24,United Arab Emirates,UAE Citizen,Valid,Verified
DOC000700,CUST00350,Passport,P4673793,2023-10-18,2033-10-15,United Arab Emirates,UAE Citizen,Valid,Verified
DOC000701,CUST00351,Emirates ID,784-1982-4623343-3,2022-07-14,2025-12-31,United Arab Emirates,UAE Resident,Expired,Verified
DOC000702,CUST00351,Passport,P1348529,2018-09-25,2028-09-22,United Kingdom,UAE Resident,Valid,Verified
DOC000703,CUST00352,Emirates ID,784-1953-4225237-7,2025-06-02,2028-11-16,United Arab Emirates,UAE Resident,Valid,Verified
DOC000704,CUST00352,Passport,P7704457,2021-10-25,2031-10-23,India,UAE Resident,Valid,Verified
DOC000705,CUST00353,Emirates ID,784-1990-7106385-5,2024-05-04,2026-10-21,United Arab Emirates,UAE Resident,Valid,Verified
DOC000706,CUST00353,Passport,P4937710,2020-02-02,2030-01-30,Egypt,UAE Resident,Valid,Verified
DOC000707,CUST00354,Emirates ID,784-1988-3256414-6,2024-01-02,2025-06-07,United Arab Emirates,UAE Resident,Expired,Verified
DOC000708,CUST00354,Passport,P5142216,2023-11-17,2033-11-14,Bangladesh,UAE Resident,Valid,Verified
DOC000709,CUST00355,Emirates ID,784-2017-9513662-8,2021-06-11,2022-12-25,United Arab Emirates,UAE Citizen,Expired,Verified
DOC000710,CUST00355,Passport,P4822259,2017-03-05,2027-03-03,United Arab Emirates,UAE Citizen,Valid,Verified
DOC000711,CUST00356,Emirates ID,784-1934-1892572-8,2022-07-06,2026-02-12,United Arab Emirates,UAE Resident,Expired,Verified
DOC000712,CUST00356,Passport,P8317957,2021-07-29,2031-07-27,United Kingdom,UAE Resident,Valid,Verified
DOC000713,CUST00357,Emirates ID,784-1971-8524049-9,2021-12-02,2023-01-16,United Arab Emirates,UAE Resident,Expired,Verified
DOC000714,CUST00357,Passport,P8996464,2019-11-24,2029-11-21,India,UAE Resident,Valid,Verified
DOC000715,CUST00358,Emirates ID,784-1987-6946051-2,2021-08-28,2023-01-05,United Arab Emirates,UAE Resident,Expired,Pending
DOC000716,CUST00358,Passport,P5228060,2019-02-04,2029-02-01,Egypt,UAE Resident,Valid,Pending
DOC000717,CUST00359,Emirates ID,784-1962-8228128-3,2020-04-22,2024-08-28,United Arab Emirates,UAE Resident,Expired,Rejected
DOC000718,CUST00359,Passport,P8585176,2018-05-31,2028-05-28,Egypt,UAE Resident,Valid,Verified
DOC000719,CUST00360,Emirates ID,784-1929-9522069-7,2023-06-01,2026-04-07,United Arab Emirates,UAE Resident,Expired,Verified
DOC000720,CUST00360,Passport,P6275739,2022-01-19,2032-01-17,Pakistan,UAE Resident,Valid,Verified
DOC000721,CUST00361,Emirates ID,784-1996-7012107-2,2020-08-04,2025-08-01,United Arab Emirates,UAE Resident,Expired,Verified
DOC000722,CUST00361,Passport,P2067513,2016-10-17,2026-10-15,Jordan,UAE Resident,Valid,Verified
DOC000723,CUST00362,Emirates ID,784-1931-4008839-3,2021-10-22,2023-11-24,United Arab Emirates,UAE Resident,Expired,Verified
DOC000724,CUST00362,Passport,P3004878,2021-07-20,2031-07-18,India,UAE Resident,Valid,Verified
DOC000725,CUST00363,Emirates ID,784-1973-7500351-7,2021-01-20,2024-04-25,United Arab Emirates,UAE Resident,Expired,Verified
DOC000726,CUST00363,Passport,P3323803,2021-04-27,2031-04-25,Philippines,UAE Resident,Valid,Verified
DOC000727,CUST00364,Emirates ID,784-1939-6958544-3,2022-01-19,2023-08-03,United Arab Emirates,UAE Resident,Expired,Verified
DOC000728,CUST00364,Passport,P5228095,2025-11-09,2035-11-07,India,UAE Resident,Valid,Verified
DOC000729,CUST00365,Emirates ID,784-1951-4365631-4,2022-01-25,2024-07-11,United Arab Emirates,UAE Resident,Expired,Verified
DOC000730,CUST00365,Passport,P2368490,2023-04-05,2033-04-02,India,UAE Resident,Valid,Verified
DOC000731,CUST00366,Emirates ID,784-1932-1342267-1,2021-01-20,2024-12-27,United Arab Emirates,UAE Resident,Expired,Rejected
DOC000732,CUST00366,Passport,P7260367,2016-08-30,2026-08-28,Philippines,UAE Resident,Valid,Verified
DOC000733,CUST00367,Emirates ID,784-1901-1078199-6,2020-01-08,2023-12-26,United Arab Emirates,UAE Resident,Expired,Verified
DOC000734,CUST00367,Passport,P7288704,2016-04-23,2026-04-21,Pakistan,UAE Resident,Expired,Verified
DOC000735,CUST00368,Emirates ID,784-1981-9358431-3,2021-12-07,2023-12-28,United Arab Emirates,UAE Resident,Expired,Verified
DOC000736,CUST00368,Passport,P2626815,2019-11-15,2029-11-12,Nepal,UAE Resident,Valid,Verified
DOC000737,CUST00369,Emirates ID,784-1947-3968364-8,2021-09-25,2026-02-04,United Arab Emirates,UAE Resident,Expired,Verified
DOC000738,CUST00369,Passport,P3977821,2025-11-12,2035-11-10,Sri Lanka,UAE Resident,Valid,Verified
DOC000739,CUST00370,Emirates ID,784-1979-1650524-9,2024-12-28,2026-02-28,United Arab Emirates,UAE Resident,Expired,Pending
DOC000740,CUST00370,Passport,P3018015,2024-11-24,2034-11-22,Jordan,UAE Resident,Valid,Verified
DOC000741,CUST00371,Emirates ID,784-1913-6856154-3,2023-06-30,2026-02-15,United Arab Emirates,UAE Resident,Expired,Verified
DOC000742,CUST00371,Passport,P2673050,2017-11-16,2027-11-14,Jordan,UAE Resident,Valid,Verified
DOC000743,CUST00372,Emirates ID,784-2017-6660577-8,2021-09-27,2026-03-05,United Arab Emirates,UAE Resident,Expired,Pending
DOC000744,CUST00372,Passport,P7523750,2022-02-22,2032-02-20,Egypt,UAE Resident,Valid,Verified
DOC000745,CUST00373,Emirates ID,784-1970-2098296-6,2021-04-21,2026-01-19,United Arab Emirates,UAE Resident,Expired,Verified
DOC000746,CUST00373,Passport,P5017327,2017-08-02,2027-07-31,Pakistan,UAE Resident,Valid,Pending
